timestamp,state,sensorUpdateStatus,gps_lat,gps_lon,gps_alt,gps_hour,gps_minute,gps_second,gyroX,gyroY,gyroZ,accX,accY,accZ,accTemp,baro_alt,baro_temp,baro_pressure,kalman_alt,kalman_vel,magX,magY,magZ,gas_temp,gas_pressure,gas_humidity,gas_resistance,faultStatus
0,0,0,0.000000,0.000000,0.000000,14,50,55,0.14,-0.07,-0.04,112.81,1.72,-2.34,18.75,216.62,19.94,8.66,8.04,3.29,-3460,-695,1475,0.00,0.00,0.00,0.00,
89110678,0,29,0.000000,0.000000,0.000000,14,50,55,0.12,-0.07,-0.06,112.95,1.78,-2.64,18.75,213.19,20.12,8.53,8.24,3.36,-3510,-740,1495,0.00,0.00,0.00,0.00,
89114930,0,13,0.000000,0.000000,0.000000,14,50,55,0.12,-0.07,-0.07,113.11,1.96,-2.64,18.75,213.19,20.12,8.53,8.24,3.36,-3500,-695,10628,-50605424.00,0.00,0.00,-506.73,
0,0,0,0.000000,0.000000,0.000000,14,50,55,0.10,-0.06,-0.08,113.18,2.08,-2.66,18.75,217.75,19.87,8.71,8.52,3.45,-3537,-675,1475,0.00,0.00,0.00,0.00,
89123264,0,8,0.000000,0.000000,0.000000,14,50,55,0.09,-0.05,-0.08,113.18,2.08,-2.66,18.75,217.75,19.87,8.71,8.52,3.45,-3537,-675,1475,0.00,0.00,0.00,0.00,
89123899,0,4,0.000000,0.000000,0.000000,14,50,55,0.09,-0.05,-0.08,113.47,2.16,-2.37,18.75,217.75,19.87,0.00,-0.00,-1.2147483647,67,-24576,26177,0.00,--1.2147483647,-1.2147483647,-0.00,
0,0,0,0.000000,0.000000,0.000000,14,50,55,0.09,-0.05,-0.08,113.47,2.16,-2.37,18.75,217.75,19.87,8.71,8.52,3.45,-3495,-675,1447,0.00,0.00,0.00,0.00,
89130756,0,29,0.000000,0.000000,0.000000,14,50,55,0.08,-0.04,-0.09,113.14,2.05,-2.31,18.75,217.81,20.00,8.71,8.75,3.53,-3500,-695,1442,0.00,0.00,0.00,0.00,
89133224,0,8,0.000000,0.000000,0.000000,14,50,55,0.06,-0.05,-0.09,113.14,524.06,0.00,--1.2147483647,--1.2147483647,--1.2147483647,0.00,-0.00,-1.2147483647,67,-24704,2625,-1.2147483647,-0.00,192.40,-0.00,
0,0,0,0.000000,0.000000,0.000000,14,50,55,0.06,-0.05,-0.09,112.74,1.90,-2.26,18.75,220.06,19.94,8.80,9.04,3.62,-3552,-685,1427,0.00,0.00,0.00,0.00,
89138203,0,8,0.000000,0.000000,0.000000,14,50,55,0.05,-0.04,-0.10,112.74,1.90,-2.26,18.75,220.06,19.94,8.80,9.04,3.62,-3552,-685,1427,0.00,0.00,0.00,0.00,
89139988,0,5,0.000000,0.000000,0.000000,14,50,55,0.00,0.00,0.00,0.00,-376961.72,-0.00,--1.2147483647,--1.2147483647,--1.2147483647,0.00,-0.00,-1.2147483647,67,-24832,-23487,0.00,-1.2147483647,-1.2147483647,-1.2147483647,
0,0,0,0.000000,0.000000,0.000000,14,50,55,0.03,-0.03,-0.12,112.79,1.70,-2.59,18.75,220.06,19.94,8.80,9.04,3.62,-3517,-670,1417,0.00,0.00,0.00,0.00,
89145749,0,21,0.000000,0.000000,0.000000,14,50,55,0.03,-0.03,-0.12,112.69,1.85,-2.68,18.75,221.00,19.87,8.84,9.28,3.70,-3485,-655,1370,0.00,0.00,0.00,0.00,
89148164,0,8,0.000000,0.000000,--1.2147483647,255,255,255,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-1,-1,-1,0.00,0.00,0.00,0.00,
89148670,0,4,0.000000,0.000000,0.000000,14,50,55,0.02,-0.02,-0.12,112.75,1.95,-2.54,18.75,221.00,19.87,8.84,9.28,3.70,-3485,-655,1370,0.00,0.00,0.00,0.00,
89149821,0,1,0.000000,0.000000,0.000000,14,50,55,0.02,-0.02,-0.12,112.75,1.95,-2.54,18.75,221.00,19.87,8.84,9.28,3.70,-3485,-675,1447,0.00,--1.2147483647,192.45,-0.00,
0,0,0,0.000000,0.000000,0.000000,14,50,55,0.02,-0.02,-0.13,112.75,1.95,-2.54,18.75,221.00,19.87,8.84,9.28,3.70,-3485,-675,1447,0.00,0.00,0.00,0.00,
89155926,0,21,0.000000,0.000000,0.000000,14,50,55,0.02,-0.02,-0.13,112.60,1.97,-2.31,18.75,223.56,19.87,8.94,9.61,3.80,-3517,-665,1417,0.00,0.00,0.00,0.00,
89158125,0,8,0.000000,0.000000,0.000000,14,50,55,-0.01,-0.01,-0.14,112.60,1.97,-2.31,18.75,223.56,19.87,8.94,-0.00,-1.2147483647,67,-24832,5185,0.00,-809988608.00,-1.2147483647,-1.2147483647,
0,0,0,0.000000,0.000000,0.000000,14,50,55,-0.01,-0.01,-0.14,112.92,1.88,-2.33,18.75,222.94,19.87,8.92,9.86,3.89,-3470,-640,1375,0.00,0.00,0.00,0.00,
89163105,0,8,0.000000,0.000000,0.000000,14,50,55,-0.01,-0.01,-0.14,112.92,1.88,-2.33,18.75,222.94,19.87,8.92,9.86,3.89,-3470,-640,1375,0.00,0.00,0.00,0.00,
89164889,0,5,0.000000,0.000000,0.000000,14,50,55,-0.01,-0.01,-0.14,112.93,2.00,-2.56,0.00,--1.2147483647,0.00,0.00,-0.00,-1.2147483647,67,-24960,-28863,0.00,0.00,197116.41,-1.2147483647,
0,0,0,0.000000,0.000000,0.000000,14,50,55,-0.04,-0.01,-0.15,112.93,2.00,-2.56,18.75,222.94,19.87,8.92,9.86,3.89,-3490,-685,1390,0.00,0.00,0.00,0.00,
89168591,0,4,0.000000,0.000000,0.000000,14,50,55,-0.04,-0.01,-0.15,112.40,2.00,-2.80,18.75,222.94,19.87,8.92,9.86,3.89,-3490,-685,1390,0.00,0.00,0.00,0.00,
89170936,0,19,0.000000,0.000000,0.000000,14,50,56,-0.04,-0.01,0.00,0.00,-0.00,1.98,0.00,--1.2147483647,0.00,0.00,-0.00,-1.2147483647,67,-24960,-28863,0.00,0.00,-1065412096.00,-0.00,
0,0,0,0.000000,0.000000,0.000000,14,50,56,-0.06,0.01,-0.15,112.28,2.17,-2.69,18.75,224.62,19.81,8.98,10.18,3.99,-3512,-665,1385,0.00,0.00,0.00,0.00,
89174911,0,1,0.000000,0.000000,0.000000,14,50,56,-0.06,0.01,-0.15,112.28,2.17,-2.69,18.75,224.62,19.81,8.98,10.18,3.99,-3505,-650,1432,0.00,0.00,0.00,0.00,
89178470,0,12,0.000000,0.000000,--1.2147483647,255,255,255,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-1,-1,-1,0.00,0.00,0.00,0.00,
89179391,0,17,0.000000,0.000000,0.000000,14,50,56,-0.07,0.01,-0.15,112.17,2.08,-2.32,18.75,225.94,19.87,9.04,10.45,4.08,-3480,-660,1455,0.00,0.00,0.00,0.00,
89183402,0,12,0.000000,0.000000,0.000000,14,50,56,-0.09,0.03,-0.15,112.07,2.15,-2.23,18.75,225.94,19.87,9.04,10.45,4.08,-3480,-660,1455,0.00,0.00,0.00,-1.2147483647,
0,0,0,0.000000,0.000000,0.000000,14,50,56,-0.09,0.03,-0.15,112.07,2.15,-2.23,18.75,225.94,19.87,9.04,10.45,4.08,-3505,-637,1417,0.00,0.00,0.00,0.00,
89188340,0,12,0.000000,0.000000,0.000000,14,50,56,-0.11,0.02,-0.15,111.77,2.08,-2.33,18.75,225.94,19.87,9.04,10.45,4.08,-3505,-637,1417,0.00,0.00,0.00,0.00,
89189264,0,17,0.000000,0.000000,0.000000,14,50,56,-0.11,0.02,-0.15,111.77,2.08,-2.33,18.75,226.50,19.94,9.06,10.79,4.18,67,-24704,-15551,-809778496.00,-3090.79,192.52,-0.00,
0,0,0,0.000000,0.000000,0.000000,14,50,56,-0.13,0.02,-0.15,111.62,2.05,-2.62,18.75,226.50,19.94,9.06,10.79,4.18,-3532,-650,1397,0.00,0.00,0.00,0.00,
89193787,0,1,0.000000,0.000000,0.000000,14,50,56,-0.13,0.02,-0.15,111.62,2.05,-2.62,18.75,226.50,19.94,9.06,10.79,4.18,-3517,-637,1455,0.00,0.00,0.00,0.00,
89198211,0,12,0.000000,0.000000,0.000000,14,50,56,-0.14,0.05,-0.15,111.49,2.04,-2.68,18.75,--1.2147483647,0.00,0.00,-0.00,-1.2147483647,67,-24576,15681,-193.06,-0.00,-0.00,-1.2147483647,
0,0,0,0.000000,0.000000,0.000000,14,50,56,-0.14,0.05,-0.15,111.49,2.04,-2.68,18.75,225.06,20.00,9.00,11.10,4.28,-3485,-627,1460,0.00,0.00,0.00,0.00,
89203151,0,12,0.000000,0.000000,0.000000,14,50,56,-0.17,0.04,-0.15,111.60,2.03,-2.44,18.75,225.06,20.00,9.00,11.10,4.28,-3485,-627,1460,0.00,0.00,0.00,0.00,
89203656,0,1,0.000000,0.000000,0.000000,14,50,56,-0.17,0.04,-0.15,0.00,722963968.00,-1.2147483647,0.00,--1.2147483647,0.00,0.00,-0.00,-1.2147483647,67,-24832,-31423,0.00,-0.00,-1.2147483647,-0.00,
0,0,0,0.000000,0.000000,0.000000,14,50,56,-0.19,0.06,-0.15,111.58,2.12,-2.31,18.75,225.06,20.00,9.00,11.10,4.28,-3405,-607,1370,0.00,0.00,0.00,0.00,
89209073,0,17,0.000000,0.000000,0.000000,14,50,56,-0.19,0.06,-0.15,111.58,2.12,-2.31,18.75,229.56,19.87,9.18,11.38,4.38,-3470,-577,1455,0.00,0.00,0.00,0.00,
89213023,0,12,0.000000,0.000000,0.000000,17,40,96,0.00,0.00,0.00,0.00,-1.2147483647,-1.2147483647,0.00,--1.2147483647,0.00,0.00,-0.00,-1.2147483647,67,-24960,13121,-1.2147483647,--1.2147483647,-1.2147483647,-0.00,
0,0,0,0.000000,0.000000,0.000000,14,50,56,-0.20,0.05,-0.15,111.49,2.16,-2.34,18.75,229.56,19.87,9.18,11.38,4.38,-3430,-607,1442,0.00,0.00,0.00,0.00,
89217960,0,12,0.000000,0.000000,0.000000,14,50,56,-0.22,0.05,-0.14,111.59,2.10,-2.42,18.75,229.56,19.87,9.18,11.38,4.38,-3430,-607,1442,0.00,0.00,0.00,0.00,
0,0,0,0.000000,0.000000,--1.2147483647,255,255,255,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-1,-1,-1,0.00,0.00,0.00,0.00,
89222893,0,12,0.000000,0.000000,0.000000,14,50,56,-0.24,0.06,-0.15,111.75,2.03,-2.64,18.75,231.56,19.81,9.26,11.76,4.49,-3480,-597,1422,0.00,0.00,0.00,0.00,
89225089,0,1,0.000000,0.000000,0.000000,14,50,56,-0.24,0.06,-0.15,111.75,2.03,-2.64,18.75,231.56,19.81,9.26,11.76,4.49,-3485,-640,1422,0.00,-0.00,0.19,-0.00,
0,0,0,0.000000,0.000000,0.000000,14,50,56,-0.26,0.07,-0.14,111.73,2.03,-2.59,18.75,231.56,19.81,9.26,11.76,4.49,-3485,-640,1422,0.00,0.00,0.00,0.00,
89229150,0,17,0.000000,0.000000,0.000000,14,50,56,-0.26,0.07,-0.14,111.73,2.03,-2.59,18.75,231.94,19.87,9.28,12.05,4.60,-3522,-637,1455,0.00,0.00,0.00,0.00,
89232505,0,4,0.000000,0.000000,0.000000,14,50,56,-0.26,0.07,-0.14,111.63,2.21,-2.55,18.75,231.94,19.87,0.00,-0.00,-1.2147483647,67,-24576,15681,-0.00,0.00,0.00,-507.01,
0,0,0,0.000000,0.000000,0.000000,14,50,56,-0.27,0.08,-0.14,111.63,2.21,-2.55,18.75,231.94,19.87,9.28,12.05,4.60,-3522,-637,1455,0.00,0.00,0.00,0.00,
89234163,0,17,0.000000,0.000000,0.000000,14,50,56,-0.27,0.08,-0.14,111.63,2.21,-2.55,18.75,229.75,20.00,9.19,12.40,4.70,-3532,-640,1475,0.00,0.00,0.00,0.00,
89237440,0,4,0.000000,0.000000,0.000000,14,50,56,-0.27,0.08,-0.14,111.61,2.24,-0.00,0.00,--1.2147483647,0.00,0.00,-0.00,-1.2147483647,67,-24576,15681,-0.00,0.00,0.19,-0.50,
0,0,0,0.000000,0.000000,0.000000,14,50,56,-0.29,0.08,-0.14,111.61,2.24,-2.41,18.75,229.75,20.00,9.19,12.40,4.70,-3532,-640,1475,0.00,0.00,0.00,0.00,
89238767,0,1,0.000000,0.000000,0.000000,14,50,56,-0.29,0.08,-0.14,111.61,2.24,-2.41,18.75,229.75,20.00,9.19,12.40,4.70,-3522,-622,1470,0.00,0.00,0.00,0.00,
89242381,0,4,0.000000,0.000000,0.000000,14,50,56,0.00,0.00,0.00,0.00,-0.00,-43.12,0.00,--1.2147483647,0.00,0.00,-0.00,-1.2147483647,67,-24832,26177,0.00,0.19,0.00,-0.00,
0,0,0,0.000000,0.000000,0.000000,14,50,56,-0.31,0.09,-0.13,111.82,2.11,-2.26,18.75,229.75,20.00,9.19,12.40,4.70,-3522,-622,1470,0.00,0.00,0.00,0.00,
89244196,0,17,0.000000,0.000000,0.000000,14,50,56,-0.31,0.09,-0.13,111.82,2.11,-2.26,18.75,233.44,19.87,9.34,12.70,4.81,-3537,-637,1447,0.00,0.00,0.00,0.00,
89247322,0,4,0.000000,0.000000,--1.2147483647,255,255,255,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-1,-1,-1,0.00,0.00,0.00,0.00,
89247724,0,8,0.000000,0.000000,0.000000,14,50,56,-0.33,0.09,-0.12,111.78,2.01,-2.34,18.75,233.44,19.87,9.34,12.70,4.81,-3537,-637,1447,0.00,0.00,0.00,0.00,
89250170,0,1,0.000000,0.000000,0.000000,14,50,56,-0.33,0.09,-0.12,111.78,2.01,-2.34,18.75,233.44,19.87,9.34,12.70,4.81,-3495,-597,1490,0.00,3162112.00,-0.00,-0.00,
0,0,0,0.000000,0.000000,0.000000,14,50,56,-0.33,0.09,-0.12,111.86,2.09,-2.44,18.75,233.44,19.87,9.34,12.70,4.81,-3495,-597,1490,0.00,0.00,0.00,0.00,
89252708,0,8,0.000000,0.000000,0.000000,14,50,56,-0.36,0.08,-0.12,111.86,2.09,-2.44,18.75,233.44,19.87,9.34,12.70,4.81,-3495,-597,1490,0.00,0.00,0.00,0.00,
89254235,0,17,0.000000,0.000000,0.000000,14,50,56,-0.36,0.08,-0.12,111.86,2.09,-2.44,18.75,236.12,19.75,9.44,-0.00,-1.2147483647,67,-24832,-7871,-1.2147483647,-1.2147483647,-1.2147483647,-0.00,
0,0,0,0.000000,0.000000,0.000000,14,50,56,-0.36,0.08,-0.12,111.37,2.20,-2.45,18.75,236.12,19.75,9.44,13.11,4.92,-3440,-587,1437,0.00,0.00,0.00,0.00,
89257679,0,8,0.000000,0.000000,0.000000,14,50,56,-0.37,0.09,-0.11,111.37,2.20,-2.45,18.75,236.12,19.75,9.44,13.11,4.92,-3440,-587,1437,0.00,0.00,0.00,0.00,
89259249,0,17,0.000000,0.000000,0.000000,14,50,56,-0.37,0.09,-0.11,111.37,2.20,-2.45,--1023410176.00,--1.2147483647,0.00,0.00,-0.00,-1.2147483647,67,-24832,-7871,-1.2147483647,-1.2147483647,-0.00,-0.00,
0,0,0,0.000000,0.000000,0.000000,14,50,56,-0.37,0.09,-0.11,110.46,2.15,-2.53,18.75,235.12,19.87,9.40,13.41,5.03,-3465,-592,1437,0.00,0.00,0.00,0.00,
89262656,0,8,0.000000,0.000000,0.000000,14,50,56,-0.39,0.10,-0.10,110.46,2.15,-2.53,18.75,235.12,19.87,9.40,13.41,5.03,-3465,-592,1437,0.00,0.00,0.00,0.00,
89263847,0,1,0.000000,0.000000,0.000000,14,50,56,-0.39,0.10,0.00,0.00,--1.2147483647,-376965.94,-43.12,--1.2147483647,0.00,0.00,-0.00,-1.2147483647,67,-24704,-2495,-1.2147483647,-0.00,-1.2147483647,-0.50,
0,0,0,0.000000,0.000000,0.000000,14,50,56,-0.39,0.10,-0.10,111.22,2.23,-2.33,18.75,235.12,19.87,9.40,13.41,5.03,-3450,-602,1422,0.00,0.00,0.00,0.00,
89267636,0,8,0.000000,0.000000,0.000000,14,50,56,-0.41,0.10,-0.09,111.22,2.23,-2.33,18.75,235.12,19.87,9.40,13.41,5.03,-3450,-602,1422,0.00,0.00,0.00,0.00,
89270715,0,19,0.000000,0.000000,--1.2147483647,255,255,255,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-1,-1,-1,0.00,0.00,0.00,0.00,
89271997,0,4,0.000000,0.000000,0.000000,14,50,56,-0.41,0.10,-0.09,111.88,2.01,-2.36,18.75,234.62,19.94,9.39,13.79,5.15,-3460,-640,1470,0.00,0.00,0.00,0.00,
89272613,0,8,0.000000,0.000000,0.000000,14,50,56,-0.41,0.11,-0.08,111.88,2.01,-2.36,18.75,234.62,19.94,9.39,13.79,5.15,-3460,-640,1470,0.00,0.00,0.00,-519239.56,
0,0,0,0.000000,0.000000,0.000000,14,50,56,-0.41,0.11,-0.08,111.88,2.01,-2.36,18.75,234.62,19.94,9.39,13.79,5.15,-3510,-632,1480,0.00,0.00,0.00,0.00,
89276934,0,4,0.000000,0.000000,0.000000,14,50,56,-0.41,0.11,-0.08,111.35,2.07,-2.48,18.75,234.62,19.94,9.39,13.79,5.15,-3510,-632,1480,0.00,0.00,0.00,0.00,
89277591,0,8,0.000000,0.000000,0.000000,14,50,56,-0.43,0.10,-0.08,111.35,2.07,-2.48,18.75,234.62,19.94,9.39,13.79,5.15,74,-24704,13121,-0.00,-0.00,-0.00,--1.2147483647,
0,0,0,0.000000,0.000000,0.000000,14,50,56,-0.43,0.10,-0.08,111.35,2.07,-2.48,18.75,236.25,19.94,9.45,14.09,5.26,-3455,-607,1507,0.00,0.00,0.00,0.00,
89281867,0,4,0.000000,0.000000,0.000000,14,50,56,-0.43,0.10,-0.08,111.46,2.18,-2.65,18.75,236.25,19.94,9.45,14.09,5.26,-3455,-607,1507,0.00,0.00,0.00,0.00,
89282567,0,8,0.000000,0.000000,0.000000,14,50,56,-0.45,0.10,-0.08,111.46,2.18,-2.65,18.75,236.25,0.00,0.00,-0.00,-1.2147483647,67,-24960,10561,0.00,0.00,197295.89,-519135.56,
0,0,0,0.000000,0.000000,0.000000,14,50,56,-0.45,0.10,-0.08,111.46,2.18,-2.65,18.75,238.06,19.81,9.52,14.49,5.37,-3512,-645,1480,0.00,0.00,0.00,0.00,
89286803,0,4,0.000000,0.000000,0.000000,14,50,56,-0.45,0.10,-0.08,111.39,2.31,-2.41,18.75,238.06,19.81,9.52,14.49,5.37,-3512,-645,1480,0.00,0.00,0.00,0.00,
89287549,0,8,0.000000,0.000000,0.000000,14,50,56,-0.46,0.11,-0.07,0.00,--1.2147483647,--1.2147483647,-1.2147483647,--1.2147483647,0.00,0.00,-0.00,-1.2147483647,67,-24960,10561,0.00,0.00,-1.2147483647,--1.2147483647,
0,0,0,0.000000,0.000000,0.000000,14,50,56,-0.46,0.11,-0.07,111.39,2.31,-2.41,18.75,238.06,19.81,9.52,14.49,5.37,-3470,-637,1517,0.00,0.00,0.00,0.00,
89291741,0,4,0.000000,0.000000,0.000000,14,50,56,-0.46,0.11,-0.07,111.25,2.21,-2.30,18.75,238.06,19.81,9.52,14.49,5.37,-3470,-637,1517,0.00,0.00,0.00,0.00,
89292527,0,8,0.000000,0.000000,0.000000,14,96,146,0.00,0.00,0.00,0.00,--1.2147483647,--1.2147483647,0.00,--1.2147483647,0.00,0.00,-0.00,-1.2147483647,67,-24576,8001,-1.2147483647,-0.00,-0.00,-0.50,
0,0,0,0.000000,0.000000,0.000000,14,50,56,-0.49,0.11,-0.05,111.25,2.21,-2.30,18.75,235.19,20.00,9.41,14.78,5.48,-3440,-587,1470,0.00,0.00,0.00,0.00,
89296679,0,4,0.000000,0.000000,0.000000,14,50,56,-0.49,0.11,-0.05,111.32,2.22,-2.18,18.75,235.19,20.00,9.41,14.78,5.48,-3440,-587,1470,0.00,0.00,0.00,0.00,
0,0,8,0.000000,0.000000,--1.2147483647,255,255,255,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-1,-1,-1,0.00,0.00,0.00,0.00,
89301696,0,5,0.000000,0.000000,0.000000,14,50,56,-0.50,0.10,-0.04,111.16,2.05,-2.46,18.75,235.19,20.00,9.41,14.78,5.48,-3485,-640,1480,0.00,0.00,0.00,0.00,
89302484,0,8,0.000000,0.000000,0.000000,14,50,56,-0.51,0.10,-0.03,111.16,2.05,-2.46,18.75,235.19,20.00,9.41,14.78,5.48,-3485,-640,1480,0.00,-0.00,197324.70,-0.00,
0,0,0,0.000000,0.000000,0.000000,14,50,56,-0.51,0.10,-0.03,111.16,2.05,-2.46,18.75,238.75,19.81,9.55,15.21,5.60,-3512,-622,1465,0.00,0.00,0.00,0.00,
89306551,0,4,0.000000,0.000000,0.000000,14,50,56,-0.51,0.10,-0.03,110.15,2.10,-2.54,18.75,238.75,19.81,9.55,15.21,5.60,-3512,-622,1465,0.00,0.00,0.00,0.00,
89307459,0,8,0.000000,0.000000,0.000000,14,50,56,-0.53,0.10,-0.03,110.15,2.10,-2.54,18.75,238.75,19.81,0.00,-0.00,-1.2147483647,67,-24576,-12991,0.00,-0.00,-1.2147483647,0.00,
0,0,0,0.000000,0.000000,0.000000,14,50,56,-0.53,0.10,-0.03,110.15,2.10,-2.54,18.75,237.19,20.00,9.49,15.52,5.71,-3470,-637,1537,0.00,0.00,0.00,0.00,
89311485,0,4,0.000000,0.000000,0.000000,14,50,56,-0.53,0.10,-0.03,110.18,2.21,-2.43,18.75,237.19,20.00,9.49,15.52,5.71,-3470,-637,1537,0.00,0.00,0.00,0.00,
89312439,0,8,0.000000,0.000000,0.000000,14,50,56,-0.54,0.10,-0.01,110.18,2.21,-17605.10,-0.00,--1.2147483647,0.00,0.00,-0.00,-1.2147483647,67,-24576,-12991,0.00,-0.00,-1.2147483647,-0.00,
0,0,0,0.000000,0.000000,0.000000,14,50,56,-0.54,0.10,-0.01,110.18,2.21,-2.43,18.75,237.19,20.00,9.49,15.52,5.71,-3485,-665,1465,0.00,0.00,0.00,0.00,
89316426,0,4,0.000000,0.000000,0.000000,14,50,56,-0.54,0.10,-0.01,111.09,2.36,-2.27,18.75,237.19,20.00,9.49,15.52,5.71,-3485,-665,1465,0.00,0.00,0.00,0.00,
89317418,0,8,0.000000,0.000000,0.000000,14,50,56,-0.57,0.00,0.00,0.00,0.00,-0.00,--1.2147483647,--1.2147483647,0.00,--1.2147483647,-0.00,-1.2147483647,67,-24832,10561,--1.2147483647,-1.2147483647,-1.2147483647,--1.2147483647,
0,0,0,0.000000,0.000000,0.000000,14,50,56,-0.57,0.10,-0.01,112.43,2.31,-2.08,18.75,241.19,19.87,9.65,15.93,5.83,-3450,-660,1490,0.00,0.00,0.00,0.00,
89322394,0,8,0.000000,0.000000,0.000000,14,50,56,-0.57,0.09,0.01,112.43,2.31,-2.08,18.75,241.19,19.87,9.65,15.93,5.83,-3450,-660,1490,0.00,0.00,0.00,0.00,
89326780,0,5,0.000000,0.000000,--1.2147483647,255,255,255,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-1,-1,-1,0.00,0.00,0.00,0.00,
89327377,0,8,0.000000,0.000000,0.000000,14,50,56,-0.58,0.08,0.02,112.25,2.05,-1.97,18.75,241.19,19.87,9.65,15.93,5.83,-3470,-632,1500,0.00,0.00,0.00,0.00,
89329489,0,17,0.000000,0.000000,0.000000,14,50,56,-0.58,0.08,0.02,112.25,2.05,-1.97,18.75,238.81,20.00,9.55,16.24,5.94,-3475,-627,1512,0.00,--1.2147483647,-0.00,--1.2147483647,
0,0,0,0.000000,0.000000,0.000000,14,50,56,-0.58,0.08,0.02,111.41,1.98,-2.23,18.75,238.81,20.00,9.55,16.24,5.94,-3475,-627,1512,0.00,0.00,0.00,0.00,
89332349,0,8,0.000000,0.000000,0.000000,14,50,56,-0.59,0.08,0.03,111.41,1.98,-2.23,18.75,238.81,20.00,9.55,16.24,5.94,-3475,-627,1512,0.00,0.00,0.00,0.00,
89336442,0,21,0.000000,0.000000,0.000000,14,50,56,-0.59,0.08,0.03,111.16,2.30,-2.49,18.75,239.69,19.94,9.59,16.64,-1.2147483647,67,-24704,26177,-0.00,--1.2147483647,-1.2147483647,0.00,
0,0,0,0.000000,0.000000,0.000000,14,50,56,-0.63,0.07,0.03,111.16,2.30,-2.49,18.75,239.69,19.94,9.59,16.64,6.06,-3450,-632,1517,0.00,0.00,0.00,0.00,
89339109,0,1,0.000000,0.000000,0.000000,14,50,56,-0.63,0.07,0.03,111.16,2.30,-2.49,18.75,239.69,19.94,9.59,16.64,6.06,-3480,-655,1565,0.00,0.00,0.00,0.00,
89341117,0,4,0.000000,0.000000,0.000000,14,50,56,-0.63,0.07,0.03,111.05,2.51,-2.56,-1.2147483647,--1.2147483647,0.00,0.00,-0.00,-1.2147483647,67,-24320,-2495,-0.00,-1.2147483647,-1.2147483647,--1.2147483647,
0,0,0,0.000000,0.000000,0.000000,14,50,56,-0.64,0.08,0.04,111.05,2.51,-2.56,18.75,239.69,19.94,9.59,16.64,6.06,-3480,-655,1565,0.00,0.00,0.00,0.00,
89346259,0,21,0.000000,0.000000,0.000000,14,50,56,-0.64,0.08,0.04,110.97,2.39,-2.28,18.75,237.75,20.12,9.51,16.94,6.17,-3480,-632,1522,0.00,0.00,0.00,0.00,
89347284,0,8,0.000000,0.000000,0.000000,14,50,56,-0.64,0.08,0.00,0.00,0.00,-0.00,-0.00,--1.2147483647,--1.2147483647,0.00,-0.00,-1.2147483647,67,-24832,-15551,0.00,-1.2147483647,-1.2147483647,0.00,
0,0,0,0.000000,0.000000,0.000000,14,50,56,-0.64,0.08,0.06,111.26,2.15,-1.99,18.75,237.75,20.12,9.51,16.94,6.17,-3450,-675,1522,0.00,0.00,0.00,0.00,
89352264,0,8,0.000000,0.000000,0.000000,14,50,56,-0.66,0.06,0.07,111.26,2.15,-1.99,18.75,237.75,20.12,9.51,16.94,6.17,-3450,-675,1522,0.00,0.00,0.00,0.00,
89356510,0,21,0.000000,0.000000,--1.2147483647,255,255,255,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-1,-1,-1,0.00,0.00,0.00,0.00,
89357245,0,8,0.000000,0.000000,0.000000,14,50,56,-0.68,0.06,0.08,110.77,1.87,-2.16,18.75,242.12,19.87,9.69,17.39,6.29,-3475,-670,1537,0.00,0.00,0.00,0.00,
89361300,0,21,0.000000,0.000000,0.000000,14,50,56,-0.68,0.06,0.08,110.56,1.98,-2.36,18.75,245.87,19.81,9.84,17.73,6.41,-3430,-675,1517,0.00,0.00,0.00,0.00,
0,0,0,0.000000,0.000000,0.000000,14,50,56,-0.69,0.06,0.08,110.56,1.98,-2.36,18.75,245.87,19.81,9.84,17.73,6.41,-3430,-675,1517,0.00,0.00,0.00,0.00,
89364205,0,1,0.000000,0.000000,0.000000,14,50,56,-0.69,0.06,0.08,110.56,1.98,-2.36,18.75,245.87,19.81,9.84,17.73,6.41,-3450,-617,1537,0.00,0.00,0.00,0.00,
89365803,0,4,0.000000,0.000000,0.000000,14,50,56,-0.69,0.06,0.08,110.43,2.44,-2.40,18.75,245.87,19.81,9.84,17.73,6.41,-3450,-25216,26177,0.00,0.00,-1.2147483647,0.00,
0,0,0,0.000000,0.000000,0.000000,14,50,56,-0.71,0.05,0.09,110.43,2.44,-2.40,18.75,245.87,19.81,9.84,17.73,6.41,-3450,-617,1537,0.00,0.00,0.00,0.00,
